max_floor_lvl,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,age_of_block,rental_to_sold_ratio,block_street,mrt_dist,school_dist,mall_dist,upcoming_mrt_dist
4,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,74,0.04,34 KIM CHENG ST,0.0018283281586266703,0.001732594709750729,0.0017102410448418222,0.012173125845018942
11,0,0,0,0,0,174,0,0,172,0,2,0,0,0,0,0,0,0,54,0.005714285714285714,34 LOR 5 TOA PAYOH,0.0026908227406441535,0.002595251783347148,0.0029641876145513287,0.021082965004337317
10,1,0,1,0,0,126,0,0,72,54,0,0,0,0,0,0,0,0,49,0.007874015748031496,34 MARINE CRES,0.007350757896223926,0.001964930499068717,0.002072782536426853,0.001862574551366743
13,0,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,47,0.008264462809917356,34 MARSILING DR,0.004628469029571074,0.0028531642244656215,0.0026471706439864648,0.03467879084126673
10,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,28,86,3,61,118.0,34 TANGLIN HALT RD,0.0032082385695442347,0.0010685690336889413,0.007287499597609658,0.020193916339817385
14,0,0,0,0,0,106,0,0,100,0,6,0,0,0,0,0,0,0,47,0.009345794392523364,34 TEBAN GDNS RD,0.007561890274698314,0.004856078325389228,0.006986011487473765,0.000814706834279242
14,0,0,1,0,0,156,0,0,0,156,0,0,0,0,0,0,0,0,48,0.006369426751592357,34 TELOK BLANGAH WAY,0.0046810224973036834,0.001524391613189692,0.00623008716164139,0.0042168909555451795
20,1,0,1,0,0,315,0,0,310,0,5,0,0,0,0,0,0,0,49,0.0031645569620253164,34 UPP CROSS ST,0.0016197740382814965,0.005031175624955252,0.0007030975266523391,0.00898968380890459
12,1,0,0,0,0,475,0,0,462,0,12,0,0,0,0,0,1,0,52,0.004210526315789474,34 WHAMPOA WEST,0.000684193106897063,0.001406399366173409,0.004833939365305773,0.01677910228539767
2,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,46,0.25,340 ANG MO KIO AVE 1,0.0031371404264986893,0.0012886549728732958,0.004141042958476883,0.017922431875426355
12,0,0,1,0,0,110,0,0,64,44,0,0,0,0,0,0,2,0,38,0.027522935779816515,340 BT BATOK ST 34,0.0037711572159282464,0.0009782391172012855,0.003055863184512853,0.005056381379001153
14,0,0,1,0,0,94,0,0,0,71,23,0,0,0,0,0,0,0,31,0.010526315789473684,340 CHOA CHU KANG LOOP,0.0012819614431682934,0.0015159976715721465,0.0009728090993606348,0.0010173020605646265
12,0,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,45,0.009009009009009009,340 CLEMENTI AVE 5,0.0038147285050953,0.0022861049006364753,0.0023713339209539544,0.006365574053022271
4,0,0,0,0,0,48,0,0,16,32,0,0,0,0,0,0,0,0,39,0.02040816326530612,340 HOUGANG AVE 7,0.001129984933274814,0.0031913618578986776,0.0024882154878109854,0.029605911198454325
13,1,0,1,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,40,0.011764705882352941,340 JURONG EAST AVE 1,0.0042749320212063,0.0024468866071351925,0.00404070216082953,0.002590307805369427
10,1,0,1,0,0,90,0,0,0,63,27,0,0,0,0,0,0,0,29,0.01098901098901099,340 TAMPINES ST 33,0.0051664506767612,0.001592066305104814,0.003565308817391576,0.022276335701332698
4,0,0,0,0,0,16,0,0,0,6,10,0,0,0,0,0,0,0,38,0.058823529411764705,340 UBI AVE 1,0.002800665213892158,0.00210581832873621,0.006815169485562274,0.007334841264733429
12,0,0,0,0,0,72,0,0,6,6,0,60,0,0,0,0,0,0,39,0.0136986301369863,340 WOODLANDS AVE 1,0.0017602991411823866,0.0007979787509725031,0.0018435922434083204,0.024819456346417523
16,0,0,0,0,0,91,0,0,0,47,44,0,0,0,0,0,0,0,24,0.010869565217391304,340A SEMBAWANG CL,0.0015178348965925658,0.0020416839886369226,0.0006880247872216071,0.03472329819778481
16,0,0,0,0,0,91,0,0,0,47,44,0,0,0,0,0,0,0,24,0.010869565217391304,340B SEMBAWANG CL,0.0018650123966145757,0.002028102406338898,0.0010291217617747356,0.034378548826714185
12,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,38,0.007518796992481203,341 BT BATOK ST 34,0.0038458065437698397,0.0013094161093742292,0.0031043279198890265,0.004837065487458732
14,0,0,1,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,31,0.015151515151515152,341 CHOA CHU KANG LOOP,0.0010600722870109213,0.0015027856987694977,0.0007341927687603899,0.0008104226025129273
12,0,0,1,0,0,152,0,0,128,22,1,1,0,0,0,0,0,0,45,0.006535947712418301,341 CLEMENTI AVE 5,0.004120149918874347,0.001984252616436198,0.0026592800413191135,0.006044952077686962
13,0,0,1,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,39,0.008264462809917356,341 HOUGANG AVE 7,0.001264339031525006,0.0031327920555731643,0.002260200091692671,0.02984162259257525
13,0,0,1,0,0,120,0,0,72,48,0,0,0,0,0,0,0,0,41,0.008264462809917356,341 JURONG EAST AVE 1,0.004020526367564469,0.0021458450896863737,0.004087142174344673,0.0033665321555668456
16,0,0,0,0,0,60,0,0,0,30,0,30,0,0,0,0,0,0,24,0.01639344262295082,341 SEMBAWANG CL,0.001966768683494452,0.0020159414590681774,0.0011304300869824694,0.03425949276130098
10,0,0,1,0,0,90,0,0,0,63,27,0,0,0,0,0,0,0,29,0.01098901098901099,341 TAMPINES ST 33,0.005236470914871169,0.0015427999140783068,0.003834511066945949,0.022262327328215748
11,0,0,1,0,0,124,0,0,0,124,0,0,0,0,0,0,0,0,38,0.008,341 UBI AVE 1,0.002794096278846855,0.0017593919009154418,0.006798926083414778,0.007416872353852547
12,0,0,0,0,0,60,0,0,6,4,10,40,0,0,0,0,0,0,39,0.01639344262295082,341 WOODLANDS AVE 1,0.001467786034828901,0.0011108141117058962,0.0019489609075706686,0.025038461496863385
16,0,0,0,0,0,117,0,0,0,33,57,27,0,0,0,0,0,0,24,0.00847457627118644,341A SEMBAWANG CL,0.0014623142581126451,0.0021378120019690393,0.0006268215299215822,0.03472546975287755
16,0,0,0,0,0,117,0,0,0,32,57,28,0,0,0,0,0,0,24,0.00847457627118644,341B SEMBAWANG CL,0.0010633905796011642,0.0022656858207152964,0.00024246345995814785,0.03510070304984514
4,0,0,0,0,0,31,0,0,22,8,1,0,0,0,0,0,0,0,38,0.03125,342 BT BATOK ST 34,0.003978906267149111,0.001532477901939089,0.0032248608475217194,0.004747114869747502
14,0,0,0,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,31,0.015151515151515152,342 CHOA CHU KANG LOOP,0.0014715909568490345,0.0013094006050983623,0.001149573811749064,0.0012146192150439318
12,0,0,0,0,0,88,0,0,0,12,76,0,0,0,0,0,0,0,45,0.011235955056179775,342 CLEMENTI AVE 5,0.0034513022338973774,0.0022374656376691095,0.00201568815735208,0.006398692430652701
10,0,0,0,0,0,93,0,0,0,66,27,0,0,0,0,0,0,0,29,0.010638297872340425,342 TAMPINES ST 33,0.005276465487591798,0.0015385277484266599,0.003968249541810077,0.02225699060850803
4,1,0,0,0,0,16,0,0,12,4,0,0,0,0,0,0,0,0,38,0.058823529411764705,342 UBI AVE 1,0.0027287347125347773,0.0020377176888155568,0.006878552036889361,0.007414329055777648
12,0,0,0,0,0,60,0,0,6,4,10,40,0,0,0,0,0,0,39,0.01639344262295082,342 WOODLANDS AVE 1,0.001182264260891065,0.0008167247494145583,0.001594988147718341,0.025296208086322183
15,0,0,0,0,0,112,0,0,0,56,56,0,0,0,0,0,0,0,9,0.008849557522123894,342A YISHUN RING RD,0.0016612771539935038,0.003012755796275122,0.0024937875034387867,0.01818566217225645
15,0,0,0,0,0,140,0,0,112,28,0,0,0,0,0,0,0,0,9,0.0070921985815602835,342B YISHUN RING RD,0.0015233926678227742,0.0027636650658655858,0.002343593415368304,0.017867481587783247
15,0,0,0,0,0,112,0,0,0,56,56,0,0,0,0,0,0,0,9,0.008849557522123894,342C YISHUN RING RD,0.0013507191783898916,0.002456049536666779,0.0020316110170000377,0.017639328363554002
12,0,0,1,0,0,196,0,0,172,22,0,2,0,0,0,0,0,0,46,0.005076142131979695,343 ANG MO KIO AVE 3,0.0015602297411120318,0.0028108010300143924,0.0034208727647352887,0.019895449059789093
12,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,38,0.007518796992481203,343 BT BATOK ST 34,0.0037688742133751263,0.0017260929042843744,0.0031157576739317488,0.004519997139622084
14,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,31,0.015151515151515152,343 CHOA CHU KANG LOOP,0.001960878620337806,0.0014348797609915278,0.0016545047289171556,0.001693507422263886
12,0,0,1,0,0,152,0,0,127,22,1,1,0,0,0,0,1,0,44,0.013157894736842105,343 CLEMENTI AVE 5,0.003143836461481847,0.001904482247806684,0.0017827767209682445,0.006792342420425022
3,1,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,0,39,0.25,343 JURONG EAST ST 31,0.0027898118426109833,0.0027644893470541794,0.004174994731565493,0.0060295899362137525
10,1,0,0,0,0,99,0,0,0,54,45,0,0,0,0,0,0,0,29,0.01,343 TAMPINES ST 33,0.004505496306820233,0.0007705990990532189,0.0036382740777050455,0.0230331607362733
12,0,0,1,0,0,114,0,0,0,114,0,0,0,0,0,0,0,0,38,0.008695652173913044,343 UBI AVE 1,0.002555861107928561,0.0019738001099406564,0.007045094031863445,0.007592960667675537
4,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,38,0.04,343 WOODLANDS AVE 1,0.0012682284575075919,0.000996611315519878,0.0018006974200705946,0.02521838285612783
12,1,0,0,0,0,110,0,0,0,81,29,0,0,0,0,0,0,0,36,0.009009009009009009,343 YISHUN AVE 11,0.0013157404234184617,0.0017520209750082091,0.001414943840366748,0.01707534358170837
12,0,0,1,0,0,176,0,0,0,176,0,0,0,0,0,0,0,0,46,0.005649717514124294,344 ANG MO KIO AVE 3,0.0019566826421231697,0.002413705804463864,0.003819169611613963,0.019747776134404225
4,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,37,0.043478260869565216,344 BT BATOK ST 34,0.003711800623050657,0.001542655566988584,0.002956807778588656,0.004571028853647538
14,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,31,0.015151515151515152,344 CHOA CHU KANG LOOP,0.0020850521185507365,0.0015673535190713346,0.0017874574331447194,0.0018152759914348308
12,0,0,1,0,0,220,0,40,0,0,0,0,0,0,0,180,0,0,45,4.414634146341464,344 CLEMENTI AVE 5,0.0031602313505431244,0.0019588184654439037,0.0017159094425994723,0.006287318194608321
11,1,0,0,0,0,124,0,0,0,124,0,0,0,0,0,0,0,0,38,0.008,344 UBI AVE 1,0.0024046015013821313,0.0021440836457709547,0.007219429756393161,0.007719553785289229
13,1,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,38,0.010309278350515464,344 WOODLANDS ST 32,0.001042718349844244,0.0008409986125970792,0.0014726265420593693,0.02543863036840708
4,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,36,0.047619047619047616,344 YISHUN AVE 11,0.0014192306587573547,0.0016051749797464244,0.001376790045299966,0.016932732261348615
12,0,0,0,0,0,196,0,0,172,22,2,0,0,0,0,0,0,0,46,0.005076142131979695,345 ANG MO KIO AVE 3,0.0024458971486567217,0.0019175743868211942,0.003942587508022208,0.019621378192895753
12,0,0,1,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,38,0.009009009009009009,345 BT BATOK ST 34,0.0034966793439397664,0.0013214597231727193,0.0027585776588221985,0.00466153167568544
14,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,31,0.015151515151515152,345 CHOA CHU KANG LOOP,0.0025555680538668006,0.0011755972775770172,0.002262675891780084,0.002284872844766916
12,1,0,0,0,0,143,0,0,119,20,2,2,0,0,0,0,0,0,45,0.006944444444444444,345 CLEMENTI AVE 5,0.0027651754390357708,0.0015499754757889314,0.0013427805884169554,0.006426436444969181
3,1,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,39,0.07142857142857142,345 JURONG EAST ST 31,0.002619509192965948,0.0030382056516356656,0.004267562817988199,0.006219328761972915
16,1,0,0,0,0,151,0,0,0,94,57,0,0,0,0,0,0,0,27,0.006578947368421052,345 KANG CHING RD,0.0032686793077225007,0.0021538717917817425,0.0034821833573372082,0.0037539078447509184
10,0,0,1,0,0,90,0,0,0,45,45,0,0,0,0,0,0,0,29,0.01098901098901099,345 TAMPINES ST 33,0.004577084002060583,0.0007758423621625715,0.0038495099150640745,0.023026612497376763
4,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,38,0.058823529411764705,345 UBI AVE 1,0.002377549452215359,0.002609713318353254,0.006996198439599282,0.007767379927075858
11,0,0,1,0,0,103,0,0,0,26,36,41,0,0,0,0,0,0,38,0.009615384615384616,345 WOODLANDS ST 32,0.000898802983129641,0.0007705987276861937,0.0010871253665535254,0.025675149699329776
12,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,36,0.009009009009009009,345 YISHUN AVE 11,0.0016919771856987935,0.0011186035717882438,0.001114636297896655,0.01651774187021733
12,0,0,1,0,0,197,0,0,174,22,0,1,0,0,0,0,0,0,46,0.005050505050505051,346 ANG MO KIO AVE 3,0.002837058233334783,0.0015307910062427195,0.0037210880975530325,0.019473258204931152
12,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,38,0.009009009009009009,346 BT BATOK ST 34,0.0035822249728835096,0.0016740041408158158,0.002821161733875274,0.004395604358157192
14,0,0,0,0,0,72,0,0,0,46,26,0,0,0,0,0,0,0,31,0.0136986301369863,346 CHOA CHU KANG LOOP,0.0017758969723615829,0.0015625438434245884,0.001481260370165189,0.0015058443678952667
12,0,0,1,0,0,197,0,0,174,22,0,1,0,0,0,0,0,0,45,0.005050505050505051,346 CLEMENTI AVE 5,0.0022612259956784238,0.0010254116246190095,0.0010455476161594997,0.006929198283504829
2,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,39,0.25,346 JURONG EAST ST 31,0.004007586371109173,0.0018846001877356666,0.0041220805536341274,0.004863207873275743
11,1,0,0,0,0,99,0,0,0,71,28,0,0,0,0,0,0,0,28,0.01,346 KANG CHING RD,0.0033678717972868894,0.002131457220746679,0.00334379942195852,0.0036256468694237944
10,0,0,0,0,0,81,0,0,0,63,18,0,0,0,0,0,0,0,29,0.012195121951219513,346 TAMPINES ST 33,0.005240141567748613,0.001459049889290209,0.004092694021341767,0.022344252225718512
13,0,0,1,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,38,0.010309278350515464,346 UBI AVE 1,0.002491070634850507,0.002519884765366803,0.007083002133755007,0.007638674588937808
4,0,0,0,0,0,32,0,0,0,0,0,32,0,0,0,0,0,0,38,0.030303030303030304,346 WOODLANDS ST 32,0.0009882074081467753,0.0006901397921637385,0.0009612448448741811,0.02568013255957559
12,0,0,0,0,0,132,0,0,0,85,47,0,0,0,0,0,0,0,35,0.007518796992481203,346 YISHUN AVE 11,0.0016505378858806348,0.0011440900391539615,0.0010414998179815328,0.016549748735961562
2,1,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,46,0.14285714285714285,347 ANG MO KIO AVE 3,0.0012628260909891898,0.0033360519488908184,0.0029850626191259893,0.019644724766066813
4,1,0,0,0,0,27,0,0,18,9,0,0,0,0,0,0,0,0,37,0.03571428571428571,347 BT BATOK ST 34,0.0034842244815050136,0.001898663681857239,0.0027147668778952465,0.004157077663378529
12,1,0,0,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,45,0.009009009009009009,347 CLEMENTI AVE 5,0.0024989824713107915,0.0012673597661786184,0.0012844724681760828,0.007026091261786529
11,1,0,0,0,0,93,0,0,0,63,30,0,0,0,0,0,0,0,28,0.010638297872340425,347 KANG CHING RD,0.0033482085441217083,0.002346903115560133,0.0032647879658936926,0.0035896722563529457
10,0,0,0,0,0,77,0,0,0,59,18,0,0,0,0,0,0,0,29,0.01282051282051282,347 TAMPINES ST 33,0.00468085055715349,0.0008618356678203253,0.004037314461999752,0.022984038712612856
13,1,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,38,0.010309278350515464,347 UBI AVE 1,0.0026330723974878176,0.0028349823245589793,0.006769859945257003,0.007553925369972339
12,0,0,1,0,0,88,0,0,0,48,40,0,0,0,0,0,0,0,38,0.011235955056179775,347 WOODLANDS AVE 3,0.0011810045567707168,0.0009922935458607082,0.0004228724087828132,0.026014256452735383
16,0,0,0,0,0,146,0,0,28,88,30,0,0,0,0,0,0,0,10,0.006802721088435374,347A YISHUN AVE 11,0.001971391086997754,0.0008894096981506934,0.0009348710981330961,0.016232402443996635
16,0,0,0,0,0,142,0,0,28,100,14,0,0,0,0,0,0,0,10,0.006993006993006993,347B YISHUN AVE 11,0.005786845595060128,0.0029652981270962787,0.004427117799838211,0.013131337417894757
12,0,0,1,0,0,154,0,0,121,33,0,0,0,0,0,0,0,0,46,0.0064516129032258064,348 ANG MO KIO AVE 3,0.0037501702596530145,0.0008710653421319102,0.003678725479613587,0.018817412616741
14,1,0,0,0,0,118,0,0,0,74,44,0,0,0,0,0,0,0,37,0.008403361344537815,348 BT BATOK ST 34,0.0034831121823349475,0.002006712884438719,0.002855795615393662,0.004131476617217127
12,0,0,0,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,45,0.009009009009009009,348 CLEMENTI AVE 5,0.002197165335599904,0.0010117739963539795,0.001170121477571646,0.007225691583668579
3,1,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,39,0.1111111111111111,348 JURONG EAST AVE 1,0.002292279430707316,0.0028668256750813597,0.004530949388937011,0.005389583682766358
11,0,0,0,0,0,125,0,0,0,95,30,0,0,0,0,0,0,0,28,0.007936507936507936,348 KANG CHING RD,0.0033746413498460465,0.0024370806321721275,0.0032116256838254768,0.0035557573793378004
10,0,0,0,0,0,77,0,0,0,59,18,0,0,0,0,0,0,0,29,0.01282051282051282,348 TAMPINES ST 33,0.004117667267917357,0.0003986590400656346,0.0040234495082002815,0.023628179310154637
12,0,0,0,0,0,114,0,0,0,114,0,0,0,0,0,0,0,0,38,0.008695652173913044,348 UBI AVE 1,0.0026361843409833086,0.002328043403022262,0.00703097842286633,0.007481384773196928
13,0,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,38,0.010309278350515464,348 WOODLANDS AVE 3,0.0011219125916636502,0.0007797852825726095,0.0006630622006159927,0.0258234987380392
16,1,0,0,0,0,140,0,0,28,98,14,0,0,0,0,0,0,0,10,0.0070921985815602835,348A YISHUN AVE 11,0.0024008104497875433,0.0005758249179515156,0.0011086628910985921,0.01593347565636242
16,0,0,0,0,0,112,0,0,28,56,28,0,0,0,0,0,0,0,10,0.008849557522123894,348B YISHUN AVE 11,0.002511099912673163,0.00044488770046815276,0.0012352931367598993,0.015804629076204252
16,0,0,0,0,0,112,0,0,28,70,14,0,0,0,0,0,0,0,10,0.008849557522123894,348C YISHUN AVE 11,0.0026511141299084993,0.0003335135884294059,0.0013646988138499257,0.015679803687159405
16,0,0,0,0,0,154,0,0,28,98,28,0,0,0,0,0,0,0,10,0.0064516129032258064,348D YISHUN AVE 11,0.0028860647080849837,0.0001980234537509066,0.0015943636586749862,0.015457600496441203
12,0,0,0,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,38,0.011235955056179775,349 BT BATOK ST 34,0.0036952084901848716,0.0016029953438761442,0.002937169114024806,0.004511987890784602
10,0,0,0,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,46,0.01098901098901099,349 CLEMENTI AVE 2,0.0017032502411174122,0.0009027338961361625,0.0013283708089035793,0.007668092117502233
11,0,0,1,0,0,77,0,0,0,38,39,0,0,0,0,0,0,0,26,0.01282051282051282,349 CORPORATION DR,0.003149514995803762,0.0013530721850866243,0.0028625882689576735,0.0030446630202641974
3,1,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,39,0.06666666666666667,349 JURONG EAST AVE 1,0.004153049854500487,0.0022961121951661978,0.004009538799417778,0.002810722931171811
10,1,0,0,0,0,81,0,0,0,27,54,0,0,0,0,0,0,0,29,0.012195121951219513,349 TAMPINES ST 33,0.0033047866433237585,0.0007875888515232563,0.004023195651434439,0.02452065454754406
12,0,0,0,0,0,114,0,0,0,114,0,0,0,0,0,0,0,0,38,0.008695652173913044,349 UBI AVE 1,0.0027516389259704824,0.002648188502164225,0.0069731962676081215,0.007388815752540799
13,0,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,38,0.010309278350515464,349 WOODLANDS AVE 3,0.0014687860321089688,0.00121519539417314,0.0003609682366626105,0.026132231781286937
12,0,0,0,0,0,132,0,0,0,85,47,0,0,0,0,0,0,0,35,0.007518796992481203,349 YISHUN AVE 11,0.0036535856342658213,0.0008479165886688046,0.0023176263433469704,0.014837881632455606
16,0,0,1,0,0,210,0,0,0,210,0,0,0,0,0,0,0,0,46,0.004739336492890996,35 BEDOK STH AVE 2,0.002904364971638301,0.0012061617935839053,0.0035424907812282636,0.0029325155565777827
16,0,0,1,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,49,0.006622516556291391,35 CHAI CHEE AVE,0.0012404620973686087,0.003152577508423942,0.0007171888655886429,0.001207828449167701
16,1,0,1,0,0,140,0,0,112,28,0,0,0,0,0,0,0,0,58,0.0070921985815602835,35 CIRCUIT RD,0.002376959093773314,0.0026742308602205455,0.005026383124939382,0.011810601772463332
19,0,0,0,0,0,104,0,0,35,52,17,0,0,0,0,0,0,0,18,0.009523809523809525,35 EUNOS CRES,0.001401334413691123,0.004645285170953178,0.0026531212350694847,0.007627530158385425
10,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,0,60,0.008264462809917356,35 JLN BAHAGIA,0.005428490152967469,0.004701423194114767,0.00267007892491048,0.0178064184487019
22,1,0,0,0,0,116,0,0,0,11,105,0,0,0,0,0,0,0,26,0.008547008547008548,35 JLN RUMAH TINGGI,0.0027344905680111715,0.003005360541044347,0.0012324753735309239,0.017034321297331366
4,0,0,0,0,0,15,0,0,14,1,0,0,0,0,0,0,0,0,74,0.0625,35 LIM LIAK ST,0.0015306985879223254,0.0019222937177820745,0.0013608086487463785,0.012046196790190991
25,0,0,0,0,0,144,0,0,0,72,72,0,0,0,0,0,0,0,28,0.006896551724137931,35 LOR 5 TOA PAYOH,0.0023745817822605013,0.0030564335312537635,0.0025588817991046967,0.02079180011889104
25,1,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,47,0.010309278350515464,35 MARSILING DR,0.0037340082452914885,0.002994845928293587,0.003228471989745862,0.03548772729378848
10,0,0,1,0,0,126,0,0,72,54,0,0,0,0,0,0,0,0,49,0.007874015748031496,35 MARINE CRES,0.007916637411348083,0.002516733943468862,0.002277933085138166,0.002133010071367903
10,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,30,88,1,61,120.0,35 TANGLIN HALT RD,0.003284420153496159,0.0026407822034080776,0.008363475028859394,0.020252748787363207
14,0,0,0,0,0,108,0,0,104,0,4,0,0,0,0,0,0,0,47,0.009174311926605505,35 TEBAN GDNS RD,0.007186230134983105,0.00460337155055004,0.006640292835266103,0.0007365070390278352
4,1,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,48,0.034482758620689655,35 TELOK BLANGAH RISE,0.004314457373051626,0.002028227866235301,0.00644044629151998,0.003922445185016495
30,0,0,0,0,0,174,0,0,0,87,87,0,0,0,0,0,0,0,24,0.005714285714285714,350 ANG MO KIO ST 32,0.0035559226137518787,0.0018839927359063837,0.0033998255444430752,0.018549043007338877
17,0,0,0,0,1,344,0,0,0,0,0,0,0,0,173,171,0,0,9,345.0,350 ANCHORVALE RD,0.0019473898406257976,0.001050961426201917,0.0017196176097242922,0.02280018506128324
9,1,0,1,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,37,0.010309278350515464,350 BT BATOK ST 34,0.002835303626077085,0.0022633090557275665,0.0033489959131732666,0.0038753473440594753
4,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,31,0.06666666666666667,350 CHOA CHU KANG CTRL,0.0018429099090358234,0.0018322196139871768,0.0015766053102740836,0.001572130218261746
10,0,0,0,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,46,0.01098901098901099,350 CLEMENTI AVE 2,0.001360132682511942,0.0008722508129432075,0.0013458730179017294,0.007676984846683272
8,0,0,1,0,0,87,0,0,0,59,28,0,0,0,0,0,0,0,27,0.011363636363636364,350 CORPORATION DR,0.0030084185605375713,0.0005261856277863496,0.002964340925683647,0.002980367510741218
10,0,0,1,0,0,81,0,0,0,45,36,0,0,0,0,0,0,0,29,0.012195121951219513,350 TAMPINES ST 33,0.0029743247487545765,0.00115499929914978,0.004101520962185152,0.02491061580664441
4,1,0,0,0,0,19,0,0,14,5,0,0,0,0,0,0,0,0,38,0.05,350 UBI AVE 1,0.0026333693865852894,0.0010519511755049404,0.006702253562412077,0.0075301463300897304
12,0,0,0,0,0,110,0,0,0,70,40,0,0,0,0,0,0,0,38,0.009009009009009009,350 WOODLANDS AVE 3,0.0016604767932349243,0.0011812385314999038,0.00044524082369887003,0.02636277218926252
12,0,0,0,0,0,132,0,0,0,85,47,0,0,0,0,0,0,0,35,0.007518796992481203,350 YISHUN AVE 11,0.004314957618988965,0.0014930045788701426,0.0029681623953381,0.014289107734905397
14,0,0,1,0,0,78,0,0,0,26,52,0,0,0,0,0,0,0,24,0.012658227848101266,350A CANBERRA RD,0.0015153574853044984,0.0009099789035949536,0.002350746098507942,0.03735506425216804
4,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,35,0.06666666666666667,350A YISHUN AVE 11,0.0037864429303431936,0.000930788818463918,0.0024615114090850297,0.014674591610603045
14,0,0,1,0,0,78,0,0,0,26,52,0,0,0,0,0,0,0,24,0.012658227848101266,350B CANBERRA RD,0.0010494609254468358,0.0013154137199479915,0.00188566231077223,0.03691574218749946
14,0,0,1,0,0,78,0,0,0,26,52,0,0,0,0,0,0,0,24,0.012658227848101266,350C CANBERRA RD,0.0009343166642425691,0.0013990987885203114,0.0017696840164431397,0.03682874240459182
30,0,0,0,0,0,116,0,0,0,58,58,0,0,0,0,0,0,0,24,0.008547008547008548,351 ANG MO KIO ST 32,0.003727017660776762,0.0012711054043113652,0.0031403021740512432,0.018739870787518886
4,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,38,0.07692307692307693,351 BT BATOK ST 34,0.0036952084901848716,0.0016029953438761442,0.002937169114024806,0.004511987890784602
14,0,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,0,31,0.018867924528301886,351 CHOA CHU KANG CTRL,0.0018736223273236564,0.001906336004809976,0.0016154530317623575,0.0016037521509011353
10,0,0,1,0,0,213,0,0,190,18,2,1,0,0,0,0,2,0,46,0.014150943396226415,351 CLEMENTI AVE 2,0.0014522402753264988,0.0011814122943640494,0.001656759452938145,0.007972443821547909
11,1,0,0,0,0,80,0,0,0,40,40,0,0,0,0,0,0,0,26,0.012345679012345678,351 CORPORATION DR,0.0031884372929333487,0.000867323361701179,0.0030569168403720972,0.003133479967662353
13,1,0,0,0,0,96,0,0,0,18,78,0,0,0,0,0,0,0,39,0.010309278350515464,351 HOUGANG AVE 7,0.0019395955180539965,0.0018502230272692535,0.0012780936039281873,0.030356392993892478
